customer_id,age,marital_status,employment_status,city,household_dependents,monthly_income,credit_history_type,outstanding_liabilities,Total_Credits,Total_Debits
47300,28,Married,Salaried,Karachi,3,238436,Thin File,2218198.121509453,2087769.87,644978.01
37113,22,Single,Salaried,Islamabad,1,113099,No Credit History,0.0,1024395.67,319381.19
44905,49,Married,Self-Employed,Lahore,3,744248,Thick File,20771172.399427373,2335963.05,2022629.21
6672,27,Single,Salaried,Karachi,1,282264,No Credit History,0.0,2718155.37,426514.63
39199,27,Single,Self-Employed,Karachi,1,289165,Thin File,697331.1270792274,1105917.77,742747.6599999999
53815,56,Married,Salaried,Karachi,4,2261848,Thick File,50171302.91795354,20320446.228063297,7983994.065059047
1340,28,Single,Salaried,Islamabad,4,1171107,Thick File,8617027.050681895,11080848.06,3465512.79
75295,28,Single,Salaried,Karachi,1,1045507,Thick File,54849293.4169436,9342067.70639746,3628232.75488824
65672,59,Married,Salaried,Lahore,3,174920,No Credit History,0.0,1583137.5054585843,591718.8047430651
59121,37,Married,Self-Employed,Islamabad,1,714862,Thick File,8993935.048704373,1727826.0768617014,1647488.9475271734
1118,25,Single,Self-Employed,Karachi,1,129083,No Credit History,0.0,260550.01,348242.67000000004
47673,40,Married,Self-Employed,Karachi,3,193919,No Credit History,0.0,464913.23,594934.01
80083,30,Married,Salaried,Islamabad,3,1040918,Thick File,58632796.13488874,8763660.219262782,2310858.965826936
70305,47,Married,Salaried,Karachi,2,643972,Thick File,30116012.95786912,5588343.63615044,1941526.5238379927
18647,58,Married,Self-Employed,Rawalpindi,3,343815,Thin File,3399163.916555493,581991.8,825756.29
78582,39,Married,Salaried,Karachi,4,677187,Thick File,38182979.632066496,6618772.237762325,1626325.9957497066
69671,35,Single,Salaried,Karachi,1,1490241,Thick File,73360050.16452071,14353105.106362104,4448781.748958937
25773,25,Single,Salaried,Karachi,2,646343,Thick File,19040045.67379004,6223292.04,1807132.49
59537,40,Married,Pensioner,Lahore,4,291377,Thin File,4137420.7714996287,832558.1138895417,795820.1054395199
23976,35,Single,Salaried,Lahore,1,342863,Thin File,4674468.267057565,3421010.52,733947.23
38535,29,Married,Salaried,Lahore,4,2816885,Thin File,100211102.91383111,24277383.28,7290066.99
10439,28,Single,Salaried,Rawalpindi,1,157508,No Credit History,0.0,1448865.13,488792.55
57616,37,Single,Salaried,Karachi,4,710242,Thin File,28932693.63391585,6369243.614085756,2219913.759143913
75998,51,Married,Self-Employed,Lahore,3,515946,Thin File,22489267.82487074,1258614.2012221324,1602965.03328845
18742,30,Single,Salaried,Karachi,1,1083055,Thin File,43515354.19834161,10117663.84,3991269.6
22327,28,Single,Salaried,Faisalabad,1,163646,No Credit History,0.0,1459922.86,275085.09
53366,42,Single,Salaried,Karachi,1,687885,Thin File,21864400.931941435,6030947.420473722,2080387.3684326503
58773,53,Married,Salaried,Karachi,3,2945953,Thin File,101912023.09409472,26848449.855272204,8086079.129094263
69779,33,Single,Salaried,Karachi,1,2713532,Thick File,129935615.55206494,26144267.82186061,6656447.15730804
50587,44,Single,Salaried,Rawalpindi,1,266374,Thin File,4502188.072558199,2368448.724867748,849840.3300001065
49873,30,Single,Salaried,Karachi,1,334274,Thin File,3525237.867102414,3518088.25,1025752.89
72198,31,Single,Salaried,Islamabad,4,1956236,Thick File,103460805.623438,18321302.01173704,7583566.265070535
34320,27,Single,Salaried,Rawalpindi,3,127588,No Credit History,0.0,1157261.52,398071.88
63835,25,Single,Salaried,Islamabad,1,143711,No Credit History,0.0,1400474.51195908,441435.22001351946
56142,49,Married,Pensioner,Karachi,4,510579,Thin File,14699467.325639486,1671464.9602907326,1217953.4340354651
52175,39,Married,Self-Employed,Lahore,5,279072,Thin File,2862459.959830682,654269.0582066965,621255.4070518374
41532,44,Single,Salaried,Faisalabad,5,659397,Thick File,5381145.629832121,6024334.61,2223607.96
62937,64,Married,Salaried,Lahore,5,87738,No Credit History,0.0,799931.5187188016,243351.8790576024
16647,22,Single,Salaried,Islamabad,1,179157,No Credit History,0.0,1818341.11,508567.35
26047,47,Married,Self-Employed,Karachi,6,345571,Thin File,958770.8094890896,954927.64,979783.6
19733,36,Single,Salaried,Lahore,1,2955962,Thin File,152653825.3596244,28226540.73,9594440.3
3390,55,Married,Salaried,Lahore,5,558222,Thick File,4983912.324363521,5445417.0200000005,1523191.6
5655,35,Married,Salaried,Karachi,4,461462,No Credit History,0.0,4051893.98,1314336.62
35876,52,Single,Salaried,Karachi,1,531850,Thick File,23424320.133148964,5141213.0,1484174.6
77373,43,Single,Salaried,Karachi,1,614969,Thin File,29930396.09262192,5318581.413549431,1541092.1460950044
2076,51,Single,Salaried,Islamabad,1,544865,Thin File,27206114.85918516,4794812.5600000005,1982663.63
22467,45,Single,Salaried,Rawalpindi,1,704987,Thick File,36317521.5438576,6414603.61,2522895.51
47096,25,Married,Salaried,Lahore,5,1579928,Thin File,25455606.36525308,13911337.2,4063082.31
75593,28,Single,Salaried,Islamabad,1,2737556,Thick File,133833664.56313232,24919310.77206878,9507931.847454308
3640,56,Married,Salaried,Rawalpindi,3,738273,Thick File,20534041.761672173,6483544.04,2013296.22
74756,42,Single,Salaried,Islamabad,1,2331573,Thin File,135520030.0287672,20538462.532453846,5725794.751614476
522,44,Married,Salaried,Islamabad,5,105569,No Credit History,0.0,918105.32,338219.34
80077,37,Single,Self-Employed,Islamabad,1,546737,Thin File,26442802.51701218,1116717.9175234917,1072350.647390179
94,29,Single,Salaried,Lahore,1,1573548,Thin File,15380657.127671452,14900892.94,3605369.93
41561,35,Married,Self-Employed,Karachi,6,519080,Thin File,30132754.790976707,2163486.03,1323403.1
1290,27,Single,Salaried,Lahore,1,2107630,Thin File,64919727.900053054,18394963.07,6315547.57
6299,22,Single,Salaried,Lahore,1,113294,No Credit History,0.0,1070380.78,390807.82
27977,50,Married,Salaried,Rawalpindi,5,797795,Thick File,5287654.384164564,5776583.29,1711754.0499999998
52761,60,Married,Salaried,Faisalabad,3,528883,Thin File,13159463.351097014,4886359.775948465,1684520.5690653636
8958,53,Married,Self-Employed,Karachi,5,386608,Thin File,6504171.625582443,612243.73,849215.13
74388,44,Single,Self-Employed,Karachi,2,725984,Thick File,36028425.775497295,2751751.155795655,2275749.194909736
3769,52,Single,Salaried,Faisalabad,1,267477,Thin File,3698141.16653038,2501773.67,608464.21
1463,25,Single,Self-Employed,Lahore,1,168413,No Credit History,0.0,584063.89,333892.57
83555,55,Married,Salaried,Karachi,3,684071,Thick File,38006983.2251832,5869092.726850724,2113019.35532884
31460,25,Single,Salaried,Karachi,1,1134295,Thick File,31159814.47126792,9297760.25,2620074.12
66733,65,Married,Salaried,Faisalabad,4,79062,No Credit History,0.0,669444.4507891643,250416.98572634475
14992,28,Single,Self-Employed,Lahore,3,156948,No Credit History,0.0,391636.59,519984.1
7250,38,Single,Salaried,Islamabad,1,779992,Thin File,11542807.00905772,6514624.7,2265579.72
50654,46,Single,Self-Employed,Karachi,1,452872,Thin File,7286038.544148404,1651087.3825150477,1355829.3966187858
26621,24,Single,Salaried,Karachi,1,190607,No Credit History,0.0,1673121.48,419541.44
68254,41,Single,Salaried,Karachi,1,817121,Thick File,48751762.53433093,8080440.750810211,3027977.1172983977
569,65,Married,Salaried,Faisalabad,4,186198,No Credit History,0.0,1897226.32,336671.57
37687,28,Single,Salaried,Lahore,1,282226,Thin File,912510.908466756,2736801.25,663959.49
1134,59,Single,Salaried,Rawalpindi,3,536624,Thin File,19718917.136694223,4644361.6,737072.5700000001
21332,53,Single,Salaried,Karachi,1,428817,No Credit History,0.0,4022278.65,1251860.83
16571,63,Married,Salaried,Karachi,3,134766,No Credit History,0.0,1137402.12,452924.55
13045,63,Married,Pensioner,Lahore,6,131223,No Credit History,0.0,310563.11,437284.65
55539,57,Married,Salaried,Karachi,2,647975,Thin File,17934552.842918597,5751732.369311383,1813559.5795861464
52105,26,Single,Self-Employed,Karachi,1,212177,Thin File,2643444.3283723616,594079.9198076648,449124.37998795137
59594,44,Married,Self-Employed,Faisalabad,1,437492,Thin File,6990682.581477581,1232183.580762026,1257159.1943145243
14071,57,Married,Pensioner,Islamabad,3,576535,Thick File,8786026.407245982,2388428.97,1807026.13
72934,28,Married,Salaried,Karachi,1,2964290,Thick File,145916605.25054887,27488090.112787955,7405666.775183102
1160,49,Married,Salaried,Karachi,3,133320,No Credit History,0.0,1029715.71,266103.36
22130,25,Single,Salaried,Islamabad,1,114347,No Credit History,0.0,1029582.58,341270.44
234,54,Single,Salaried,Karachi,3,2183593,Thick File,31551618.90711672,20347536.01,5492575.75
64575,59,Married,Salaried,Karachi,2,115342,No Credit History,0.0,1065476.9623665758,335732.92442702176
4784,26,Single,Salaried,Karachi,3,629777,Thick File,3932700.759014317,5922428.640000001,1775063.86
64922,59,Single,Salaried,Lahore,5,110278,No Credit History,0.0,864986.1028584281,280563.35967506096
3671,26,Single,Self-Employed,Islamabad,5,78835,No Credit History,0.0,206275.19,222451.7
36892,54,Married,Salaried,Lahore,3,2420317,Thick File,26635796.47339947,21860707.37,5379260.49
5077,52,Married,Salaried,Faisalabad,4,780611,Thick File,32905880.62245581,7726316.22,2391969.37
77991,39,Single,Salaried,Karachi,1,649413,Thick File,33963838.14918009,5862254.427192935,1581564.2513250115
53193,25,Married,Salaried,Lahore,2,924140,Thin File,28386481.508580595,8294500.365043318,2617279.1766228904
66922,53,Single,Salaried,Faisalabad,4,142410,No Credit History,0.0,1287345.2864665538,324167.06629475503
15249,46,Single,Self-Employed,Islamabad,5,653336,Thick File,16686049.311745938,1998391.67,2803379.83
35363,41,Married,Salaried,Rawalpindi,1,252241,Thin File,4312546.946121344,2155886.72,756850.5599999999
48696,65,Married,Pensioner,Karachi,3,123240,No Credit History,0.0,472020.67,530819.69
17757,49,Single,Salaried,Karachi,2,486160,Thin File,7846557.168939784,4397493.48,1431759.13
80462,45,Single,Salaried,Islamabad,4,2851932,Thick File,158227881.009494,26113365.77667617,5284735.409737158
56940,49,Single,Salaried,Karachi,2,1935838,Thin File,60023924.80506277,20329454.370282423,6358401.998391788
55755,40,Single,Salaried,Karachi,1,517186,Thick File,22488558.51511112,4656389.404303949,1351049.7347205374
52855,36,Single,Salaried,Karachi,1,1663380,Thick File,68555360.50934415,14256675.579889525,3942719.021657656
68838,28,Single,Salaried,Karachi,3,2384289,Thick File,129176405.8361226,22794994.69706492,6845299.850155403
32067,41,Single,Self-Employed,Karachi,1,108612,No Credit History,0.0,210464.01,334483.24
41531,58,Married,Self-Employed,Islamabad,2,498775,No Credit History,0.0,1512969.06,1804912.99
44259,45,Married,Salaried,Faisalabad,5,756594,Thick File,40950406.51856614,6298261.04,1394204.41
59000,43,Single,Salaried,Lahore,2,2419606,Thick File,75781561.03838313,22582381.016636822,5867185.869027084
43868,45,Single,Salaried,Lahore,1,123645,No Credit History,0.0,1007721.48,372286.36
24686,62,Married,Pensioner,Lahore,3,130068,No Credit History,0.0,442981.84,305350.97
25575,24,Single,Salaried,Karachi,1,163684,No Credit History,0.0,1525405.54,487599.07
81782,49,Single,Salaried,Lahore,2,1043518,Thin File,49708714.83998109,9666453.59543784,3842431.923462729
71400,34,Single,Self-Employed,Karachi,3,670023,Thick File,24394805.054580763,2181052.0582705983,2302827.635610563
68851,28,Single,Salaried,Lahore,1,1263679,Thick File,56095839.87915926,10732670.434352327,4911860.013773508
8424,63,Single,Salaried,Islamabad,1,96211,No Credit History,0.0,865335.83,304359.33
74653,46,Married,Salaried,Lahore,3,771399,Thin File,37703744.39597645,6846422.745961565,1676602.7261341535
47924,25,Single,Salaried,Islamabad,1,130922,No Credit History,0.0,1144396.33,393191.17
70226,57,Single,Salaried,Karachi,1,686045,Thin File,39381257.53247578,5903852.391535671,2372112.5270869406
76195,59,Married,Pensioner,Karachi,5,606645,Thick File,27463662.485138983,1788282.1553754671,1430804.0976046226
61421,22,Single,Salaried,Karachi,1,118562,No Credit History,0.0,1033996.7639438204,324902.16227178485
49875,50,Single,Salaried,Karachi,3,655452,Thick File,37620908.86077449,5563948.36,2064441.04
57483,56,Married,Self-Employed,Karachi,5,529040,Thick File,17494442.52172918,1805047.109160752,1561984.191004979
81459,39,Married,Salaried,Lahore,2,2575684,Thick File,139083800.78707847,22505053.41716636,7058785.231049774
8367,45,Married,Self-Employed,Karachi,2,108888,No Credit History,0.0,466220.8,407458.67
37617,54,Married,Salaried,Karachi,3,725364,Thin File,10876068.03891583,6193449.37,1964969.59
65101,22,Single,Salaried,Karachi,1,102693,No Credit History,0.0,942269.614143014,407006.8301706486
83097,36,Single,Self-Employed,Lahore,1,769378,Thick File,29910978.308188703,2314421.699038269,2338701.2163913944
25361,25,Single,Self-Employed,Lahore,2,244746,Thin File,3781226.696815831,817887.2,821603.9400000001
19759,30,Single,Salaried,Karachi,1,798447,Thin File,41195223.95031732,7264153.29,2959201.72
40191,28,Single,Salaried,Islamabad,1,2880278,Thick File,166114219.6230422,23973825.43,8652383.19
897,27,Single,Salaried,Karachi,1,56960,No Credit History,0.0,473301.52,192700.99
75647,55,Married,Salaried,Faisalabad,3,725299,Thick File,38939102.33793197,6637450.639303559,2045155.764510533
71627,51,Single,Salaried,Karachi,5,1392417,Thick File,81763611.02073334,13434935.866364203,4663867.66766194
78107,48,Single,Self-Employed,Lahore,3,612590,Thin File,30389762.734707225,1624446.8720234842,1766317.554494999
59475,56,Married,Salaried,Lahore,4,546662,Thick File,15128123.009198228,5052367.37460055,1570883.4671906363
39412,24,Single,Salaried,Karachi,1,83516,No Credit History,0.0,760447.73,291798.29
7759,22,Single,Salaried,Islamabad,1,135757,No Credit History,0.0,1383865.64,365368.37
20425,48,Single,Self-Employed,Karachi,3,382764,Thin File,4809745.450663966,1069945.56,1439049.36
26606,29,Single,Salaried,Faisalabad,1,298519,Thin File,2935091.1492307708,2642456.28,1007121.25
34100,24,Married,Salaried,Faisalabad,3,166536,No Credit History,0.0,1546514.46,667641.02
49944,59,Single,Self-Employed,Lahore,3,769719,Thick File,24834266.400113966,2323362.8,2057471.14
2176,28,Single,Salaried,Karachi,1,70219,No Credit History,0.0,629730.17,158316.65
73759,51,Single,Salaried,Islamabad,2,2106044,Thick File,120017372.71944788,19205091.36790557,6541637.983409015
63907,23,Single,Salaried,Lahore,1,115996,No Credit History,0.0,1119004.4733740047,274792.80654902844
24017,29,Married,Self-Employed,Rawalpindi,3,177325,No Credit History,0.0,580188.22,493519.23
20056,56,Married,Salaried,Karachi,5,971604,Thick File,35615341.05865766,10728018.95,2704444.22
67836,29,Single,Salaried,Karachi,4,883500,Thick File,45282079.79761904,8962660.96886374,2566356.717177514
32292,28,Married,Salaried,Islamabad,4,144814,No Credit History,0.0,1250539.27,324423.52
3047,24,Single,Salaried,Karachi,1,93469,No Credit History,0.0,802443.47,264206.06
80781,25,Single,Salaried,Karachi,1,1061907,Thick File,63680008.047208965,9461752.078854429,2791546.955537284
33379,49,Married,Salaried,Karachi,5,643481,Thick File,25287714.439664207,5949749.84,2202670.2800000003
53228,32,Single,Salaried,Islamabad,1,676954,Thin File,21827810.940205783,6032948.803036086,2302791.6613918506
58121,56,Married,Salaried,Karachi,4,2008697,Thick File,38950772.356743336,18264292.17535825,6955339.733776562
39667,65,Married,Pensioner,Faisalabad,5,103161,No Credit History,0.0,326252.32,365000.41
29000,52,Married,Salaried,Karachi,5,359923,No Credit History,0.0,3535513.84,1365826.0
48649,24,Single,Salaried,Islamabad,1,81342,No Credit History,0.0,734237.17,278394.76
38861,28,Single,Salaried,Islamabad,3,139910,No Credit History,0.0,1185823.4,267797.89
11180,40,Married,Salaried,Lahore,5,2843256,Thick File,70105478.64942224,25212908.89,8871391.08
70992,53,Married,Salaried,Karachi,2,648524,Thick File,34895133.54426949,5335458.430401026,1944485.666186476
34906,30,Married,Salaried,Lahore,3,1015336,Thick File,27477855.291789096,8768736.84,1988436.5
7492,26,Single,Salaried,Karachi,1,282974,No Credit History,0.0,2424603.1,1006336.9
26232,27,Single,Self-Employed,Islamabad,1,169343,No Credit History,0.0,564744.27,369246.77
58196,35,Married,Salaried,Karachi,2,2280736,Thin File,46031873.48287517,21864763.98059937,6435208.797221808
9040,46,Single,Self-Employed,Karachi,1,370804,Thin File,5652211.735764612,1134365.7400000002,1080466.8
33769,34,Single,Salaried,Islamabad,5,619220,Thin File,3758180.32960832,5832434.69,2190712.33
6493,29,Married,Pensioner,Lahore,6,193573,No Credit History,0.0,535044.27,678977.1699999999
26423,49,Married,Salaried,Rawalpindi,3,140655,No Credit History,0.0,1311119.35,463536.22
38048,33,Married,Salaried,Karachi,2,268367,Thin File,932726.3319781302,2291503.93,562456.01
22869,54,Married,Self-Employed,Karachi,5,357701,No Credit History,0.0,1145804.26,753687.22
585,62,Married,Pensioner,Karachi,6,54632,No Credit History,0.0,220785.46,124414.47
9594,65,Married,Pensioner,Lahore,6,78548,No Credit History,0.0,201620.82,226033.23
51294,48,Married,Salaried,Karachi,5,732421,Thin File,16181846.805475565,6397415.417628901,2086633.3572128208
23207,47,Single,Self-Employed,Lahore,1,293854,No Credit History,0.0,942129.4,841106.29
70643,35,Single,Salaried,Islamabad,2,1202497,Thick File,62677765.297664,10062335.94069622,3551227.9101567697
13816,39,Married,Self-Employed,Lahore,3,198115,No Credit History,0.0,553075.43,443409.25
34152,61,Married,Salaried,Karachi,3,66482,No Credit History,0.0,614429.25,200705.06
62631,25,Single,Salaried,Lahore,1,59257,No Credit History,0.0,565252.800331869,161203.90432702276
41697,38,Single,Salaried,Islamabad,1,1910886,Thick File,38875399.555399336,15620079.32,5129122.12
51037,27,Single,Salaried,Karachi,1,1282271,Thick File,47160444.54221976,12061930.29173497,3018514.636010445
63886,24,Single,Salaried,Faisalabad,1,75709,No Credit History,0.0,675107.2011419575,222766.4683154929
23650,25,Single,Salaried,Karachi,1,2487145,Thin File,59132582.78041986,21012494.22,7022237.14
9734,63,Married,Pensioner,Lahore,5,152770,No Credit History,0.0,360624.18,592540.34
76330,46,Single,Self-Employed,Karachi,3,793323,Thick File,35873813.6295093,3016992.070236508,2541834.232604912
10529,22,Single,Salaried,Karachi,1,197997,No Credit History,0.0,1756899.09,489322.69
22149,41,Married,Salaried,Karachi,3,427254,No Credit History,0.0,3930907.31,1203761.81
3903,35,Single,Salaried,Karachi,1,2109390,Thick File,24517277.59173724,20391637.43,6435880.82
48472,22,Single,Salaried,Karachi,1,120785,No Credit History,0.0,1032906.43,446070.68
69172,32,Single,Self-Employed,Lahore,4,775265,Thin File,36350575.504569866,2235317.878242501,2495083.419054449
80704,37,Married,Self-Employed,Faisalabad,5,792166,Thick File,29398616.30317505,2890217.6532283803,1950165.1569963223
60660,42,Single,Salaried,Rawalpindi,2,645947,Thick File,23022102.61554956,5677004.78997826,1972939.8935943577
22313,54,Married,Self-Employed,Lahore,2,420940,Thin File,5434652.095378944,1193302.12,1275037.43
19324,65,Married,Salaried,Rawalpindi,4,158262,No Credit History,0.0,1515488.42,569389.1799999999
67940,43,Married,Self-Employed,Karachi,3,700917,Thick File,28814141.000200942,2703051.056520112,1786158.0611447445
49082,64,Married,Salaried,Lahore,6,91168,No Credit History,0.0,735296.47,147387.99
21115,65,Married,Salaried,Karachi,4,162458,No Credit History,0.0,1306788.69,581510.15
62302,22,Single,Salaried,Rawalpindi,1,58638,No Credit History,0.0,496303.2767378364,181937.52632733333
18828,24,Single,Salaried,Faisalabad,1,191867,No Credit History,0.0,1691645.58,565872.6
2282,41,Single,Salaried,Karachi,1,878710,Thick File,17639342.538604006,7237561.859999999,1693606.56
78263,50,Married,Self-Employed,Lahore,4,712561,Thick File,34773102.005656496,1847210.6989075344,1926421.1411813567
54441,29,Single,Salaried,Karachi,1,756087,Thick File,30678110.394091625,6333544.454948125,1746693.542392227
3575,24,Single,Salaried,Islamabad,3,178867,No Credit History,0.0,1548948.86,448123.06
4744,23,Single,Salaried,Islamabad,1,72738,No Credit History,0.0,678387.39,250314.08
26057,38,Single,Salaried,Rawalpindi,3,481883,Thin File,1528054.5152342613,4481933.49,1492998.83
37654,25,Married,Salaried,Lahore,3,2255938,Thick File,30438380.3266112,20514988.21,6814301.49
68237,53,Single,Salaried,Karachi,3,1387910,Thick File,81569225.4582646,13320461.16741037,4568613.3539313
80335,48,Single,Salaried,Faisalabad,1,752517,Thin File,34845530.30453381,5943531.468510215,1954275.5350483707
20644,32,Single,Pensioner,Rawalpindi,1,192060,No Credit History,0.0,770702.56,529176.97
4772,29,Single,Salaried,Karachi,3,896956,Thick File,32175398.91895254,7911203.7,2678656.4
79225,53,Married,Salaried,Karachi,1,2540174,Thick File,115553458.70278664,21903255.44472197,7520040.618766334
60510,39,Single,Salaried,Islamabad,1,689316,Thick File,17018300.909888577,5764912.541200982,1331089.3289270396
21366,65,Single,Salaried,Lahore,5,166659,No Credit History,0.0,1355585.78,473499.07
45254,54,Married,Self-Employed,Faisalabad,5,582672,Thin File,29137651.60388932,2191929.46,2121645.5700000003
20583,33,Married,Self-Employed,Karachi,4,411844,Thin File,2541146.682047009,1291580.69,925240.52
75397,56,Married,Self-Employed,Lahore,2,584654,Thick File,27006398.275360595,1863072.638098778,1980904.384612884
34866,65,Married,Salaried,Rawalpindi,3,53074,No Credit History,0.0,480696.61,173681.76
25545,63,Married,Salaried,Faisalabad,5,131709,No Credit History,0.0,1269492.15,418600.46
62751,61,Single,Salaried,Lahore,2,52675,No Credit History,0.0,464739.32175844366,180895.13586543367
59742,33,Single,Self-Employed,Islamabad,1,551251,Thick File,10197864.615204204,2258529.8247529133,1690740.6951074458
20378,27,Single,Salaried,Karachi,1,2263100,Thick File,103920500.97732376,18663162.79,7064546.88
17771,65,Married,Pensioner,Karachi,2,55094,No Credit History,0.0,128975.78,201564.44
59562,26,Single,Self-Employed,Islamabad,1,211854,Thin File,2335001.543635622,862730.7644381548,663050.6933124163
69207,51,Married,Salaried,Karachi,4,2441566,Thick File,126498495.90816684,22821317.58247416,8506727.671038076
24316,60,Married,Self-Employed,Islamabad,3,289923,No Credit History,0.0,716330.42,750349.0700000001
71223,38,Single,Salaried,Islamabad,1,1979297,Thin File,115588367.9145609,17004578.248473205,5217876.834066152
67131,64,Married,Salaried,Lahore,5,165616,No Credit History,0.0,1612222.247813399,579060.8139522831
69478,44,Single,Salaried,Karachi,1,532914,Thick File,28311378.569778536,4570983.774710348,1567256.5326187809
19023,26,Single,Self-Employed,Lahore,1,160572,No Credit History,0.0,488109.12,604154.5700000001
34607,39,Single,Salaried,Karachi,4,255328,Thin File,1643486.1829185763,2196912.58,571810.1
49725,28,Single,Self-Employed,Faisalabad,6,103413,No Credit History,0.0,297196.26,335126.49
51812,51,Married,Salaried,Karachi,3,1508037,Thick File,50461403.23577476,13852844.604137689,4759676.191482561
47136,43,Married,Salaried,Lahore,4,370210,Thin File,6286805.562728026,3014551.93,858880.97
31194,38,Single,Self-Employed,Lahore,5,159435,No Credit History,0.0,484954.58,386626.1
7054,64,Married,Salaried,Faisalabad,1,99907,No Credit History,0.0,880413.01,304293.02
49797,38,Single,Salaried,Karachi,1,2897107,Thick File,126914991.40198845,22514621.22,9484842.36
51436,33,Single,Salaried,Lahore,1,647485,Thick File,17222011.913197134,5594025.963912673,2166890.3966466505
68267,53,Married,Salaried,Karachi,3,1942117,Thin File,104285864.33116268,17219391.365293004,5965593.558525203
48910,58,Married,Salaried,Karachi,3,374343,Thin File,4600699.252155453,3431297.37,943681.66
22433,26,Single,Salaried,Karachi,2,1342879,Thick File,25789902.897558942,12643542.39,4238736.38
76669,56,Single,Salaried,Islamabad,1,979033,Thick File,47524800.68206032,8868886.416516671,1874190.0839870968
62876,31,Single,Salaried,Karachi,1,114820,No Credit History,0.0,947363.9014015266,441089.7478320153
19939,55,Married,Salaried,Rawalpindi,5,637698,Thick File,21412549.85933319,5765693.970000001,2023138.31
33621,49,Married,Self-Employed,Lahore,5,221784,Thin File,3022399.621194914,831120.01,478163.97
45289,60,Married,Salaried,Lahore,3,1633633,Thin File,48480527.47689145,14974386.61,5076778.89
13368,64,Married,Pensioner,Lahore,3,100054,No Credit History,0.0,249691.09,241026.68
76719,49,Married,Salaried,Karachi,3,684661,Thick File,38058218.45662547,5844266.389528752,2111268.018937276
47635,52,Married,Salaried,Lahore,3,2302803,Thin File,88712031.83564948,23329938.38,6834138.69
80921,53,Married,Self-Employed,Karachi,4,612078,Thick File,34789746.06516491,2166787.3434073464,1956552.543203455
34510,41,Single,Salaried,Karachi,4,228787,Thin File,1031461.5977671844,1951869.81,616440.64
71414,25,Single,Salaried,Karachi,1,2733866,Thick File,132982406.7888129,22861743.988024607,7584049.979228497
65480,33,Married,Salaried,Faisalabad,2,231920,No Credit History,0.0,2186686.0984176523,494505.8591760336
72779,32,Single,Salaried,Islamabad,1,1168925,Thick File,63140913.3558753,11101368.524827098,4470873.777385759
50012,56,Single,Self-Employed,Faisalabad,3,477643,Thin File,4893169.217575597,1382666.6888750994,957984.6506948397
54538,42,Single,Self-Employed,Karachi,1,744635,Thick File,20666591.02068894,2105299.335437739,2935997.3939333297
48466,57,Married,Salaried,Karachi,3,338361,Thin File,5390097.462695772,3046157.57,753317.73
8036,22,Single,Salaried,Karachi,1,161889,No Credit History,0.0,1354072.31,470256.03
40078,28,Married,Self-Employed,Lahore,2,61224,No Credit History,0.0,101530.43,182994.69
24000,62,Married,Salaried,Rawalpindi,3,198276,No Credit History,0.0,1825778.08,689491.51
66639,30,Single,Salaried,Karachi,1,262213,Thin File,736261.416882915,2515831.237463265,589535.9752957919
26665,30,Single,Salaried,Karachi,1,833793,Thick File,7586793.816074663,8192282.390000001,1796679.09
59319,41,Single,Self-Employed,Islamabad,1,697612,Thin File,10750245.601916667,2126803.471205274,2408044.1094570723
2964,45,Single,Self-Employed,Karachi,1,347572,Thin File,5325884.138942032,1072381.69,769607.26
42883,60,Married,Pensioner,Karachi,5,568972,Thin File,25453130.8740749,1612061.45,1897956.27
26586,65,Married,Pensioner,Karachi,5,97376,No Credit History,0.0,305572.52,299928.45
17344,38,Married,Self-Employed,Lahore,4,693593,Thick File,25940758.86428513,2021670.87,2099843.3
35202,65,Married,Salaried,Karachi,3,156511,No Credit History,0.0,1537662.87,386297.57
29758,59,Single,Salaried,Karachi,1,510110,Thick File,12896784.909760527,4261958.7,1879183.75
70437,43,Married,Salaried,Lahore,5,2920760,Thick File,144737995.60286534,26655596.29948869,7834640.427207243
76820,60,Married,Self-Employed,Lahore,3,658115,Thick File,24699914.655867003,2079686.6856368496,2093949.7633251853
31473,60,Married,Pensioner,Karachi,2,725154,Thick File,22159403.45299141,2018181.91,1675996.33
71291,49,Single,Self-Employed,Karachi,3,686277,Thick File,31750223.273992486,1957763.370189209,1649796.2699013068
79932,54,Single,Self-Employed,Faisalabad,4,623990,Thick File,22287929.799908374,1757909.8444983768,2291869.8392101056
47139,60,Married,Salaried,Karachi,4,620726,Thin File,10029237.826471236,5910056.47,1867386.41
20847,27,Single,Salaried,Islamabad,1,172538,No Credit History,0.0,1717624.01,544170.4299999999
28842,26,Single,Self-Employed,Karachi,2,108100,No Credit History,0.0,443912.55,297290.6
21722,29,Single,Pensioner,Islamabad,1,247953,Thin File,4151916.0391088105,797226.73,680899.36
37928,50,Single,Salaried,Lahore,1,1410526,Thin File,69925562.22419018,13339962.96,5155509.96
57302,55,Single,Salaried,Karachi,2,750984,Thin File,20534894.34535205,7507800.168938571,2669742.371288633
28616,28,Married,Salaried,Karachi,1,77209,No Credit History,0.0,644575.5,222056.26
72381,41,Married,Self-Employed,Lahore,3,655073,Thick File,36361046.19790519,2128799.208933399,1574401.4484493951
37528,25,Single,Self-Employed,Karachi,1,114478,No Credit History,0.0,395020.7,328656.49
49814,26,Single,Salaried,Faisalabad,5,60292,No Credit History,0.0,543898.91,176691.72
